timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1437535,9.729217413797908,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324070.1437545,42.481618194118965,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324071.1437547,98.34338123537415,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324072.143755,66.07425862519484,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324073.1437552,99.49006906817065,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324074.1437554,44.18030019306769,alert,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324075.1437554,37.54406633083038,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324076.1437557,68.20617221416008,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324077.1437564,88.63723650919785,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324078.1437569,55.00792055437409,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
