timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0108376,80.705940759266,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324070.010839,24.021899884826357,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324071.0108397,79.89146745335522,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324072.0108397,70.46791260180024,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324073.0108402,56.37050489561813,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324074.0108404,94.39513807119853,alert,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324075.0108407,92.48987427121284,alert,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324076.0108407,76.55152958333083,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324077.010841,48.718587823035655,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324078.0108411,14.996485455881992,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
