timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1165898,35.20784090159271,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324070.1165907,70.16606950769247,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324071.1165912,81.27488005477134,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324072.1165912,5.682387818444312,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324073.1165915,6.505968063242939,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324074.1165917,54.51392142618102,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324075.116592,86.58337805235296,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324076.1165922,26.87170650521781,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324077.1165922,72.63253166443042,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324078.1165924,79.4897461958967,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
