timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.105966,81.00797265328454,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324070.1059687,91.51134707015953,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324071.105969,19.925376616262646,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324072.1059692,38.30668391209567,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324073.1059694,6.168415131991633,move,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324074.10597,41.708364179159474,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324075.1059701,48.99832853415721,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324076.1059704,27.23715018780244,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324077.1059706,59.24570401045715,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324078.105971,76.61732130420526,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
