timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1132603,57.30053462232515,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324070.1132615,24.345814104673103,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324071.113262,77.09233276680891,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324072.113262,30.349906792215407,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324073.1132622,38.03297945097485,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324074.1132624,63.73759926240844,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324075.1132624,93.5595947771462,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324076.1132627,48.02521793465875,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324077.1132627,45.36422483710554,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324078.1132631,56.089291720346104,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
