timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.001089,62.306789035928325,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324070.0010903,44.18240620955086,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324071.0010903,20.609864343461837,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324072.0010905,36.596803297851366,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324073.0010908,58.979688999825385,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324074.001091,24.382734939862537,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324075.0010915,64.14678804580154,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324076.001092,14.647866441150692,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324077.0010922,91.30084127577697,move,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324078.0010922,15.245079175152876,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
