timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.061073,8.17093538088287,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324070.0610747,45.33981290644693,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324071.061075,97.96221495571054,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324072.0610752,53.31414978660332,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324073.0610752,20.830853100057357,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324074.0610757,93.3845154455752,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324075.061076,8.192454851359077,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324076.0610762,41.28354372629454,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324077.0610764,39.90752197090007,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324078.0610766,43.77103974265372,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
