timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9360187,1.685699124283313,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324069.9360201,72.15916280276302,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324070.9360209,82.64924276916516,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324071.936021,23.09386772679214,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324072.936021,82.39919378939888,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324073.9360216,75.32420453251586,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324074.9360216,1.3195776737846665,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324075.9360216,36.86628449655104,scan,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324076.9360218,91.65232118766849,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324077.936022,46.37934896004331,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
