timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0229275,11.721960075831184,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324070.0229309,75.57198804877132,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324071.022931,43.79163598461678,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324072.0229313,26.83308087780003,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324073.0229318,73.77842141256569,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324074.0229328,34.91909827980457,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324075.022933,72.53921998583725,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324076.0229337,4.883268493345194,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324077.022934,67.53363328944518,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324078.0229344,18.12424786090715,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
