timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1294034,51.35452134464771,move,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324070.1294043,51.97866925660537,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324071.1294043,17.119003557109778,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324072.1294048,76.23572443771121,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324073.129405,26.18643251673055,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324074.1294055,59.9929821722163,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324075.1294057,64.42404226346413,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324076.1294057,13.792042331533894,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324077.129406,4.583088564165716,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324078.1294062,62.73496834378791,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
