timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0775452,93.6532925253118,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324070.0775483,71.13177253031289,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324071.0775487,52.74377409174378,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324072.0775487,38.27397345578502,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324073.0775492,52.37976713316112,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324074.0775506,7.791938166046519,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324075.0775511,62.668966724881756,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324076.0775518,10.068314773453334,move,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324077.077552,57.10880453935714,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324078.0775523,97.06241541420326,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
