timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.046564,64.6771536380149,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324070.0465655,85.0539277926044,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324071.0465658,91.01746594704129,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324072.0465658,88.17554572656931,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324073.0465662,73.80067895994044,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324074.0465667,28.167251415078066,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324075.0465667,40.11513495540295,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324076.046567,8.941465988183506,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324077.046567,55.528845287336125,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324078.0465674,54.54170810757083,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
