timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.03297,71.15167468039834,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324070.0329714,28.61331997537785,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324071.0329716,72.37167731456267,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324072.0329723,87.39662995024796,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324073.0329726,60.184008118800506,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324074.032973,72.8899714017787,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324075.0329733,99.41989276693633,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324076.0329733,95.13176284893873,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324077.0329735,90.05436480710965,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324078.0329738,1.4745868327780798,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
