timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9928737,47.874343078974725,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324069.9928753,75.53275599623028,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324070.9928756,21.958751117292742,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324071.9928758,12.90705740163901,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324072.992876,12.034870905998684,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324073.9928768,69.81820311884218,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324074.992877,34.61214826711389,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324075.9928772,33.081736316353805,alert,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324076.9928775,88.74410867728389,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324077.9928782,89.6026054996121,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
