timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1184328,60.84219257882017,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324070.118434,37.22003461197566,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324071.1184342,60.1597893010741,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324072.1184347,17.604663994450476,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324073.1184347,3.063824335024823,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324074.1184351,95.07990404484023,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324075.1184351,79.97018475300042,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324076.1184354,70.30725073101152,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324077.1184354,6.653166482746253,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324078.1184356,73.62868815288212,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
