timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0425086,80.21052559731132,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324070.0425115,73.07025404787143,scan,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324071.042512,91.53313615341445,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324072.0425124,63.705758747932315,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324073.0425124,7.266712032235922,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324074.0425131,68.31866393018619,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324075.0425134,66.82235809598271,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324076.0425136,40.481258410989426,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324077.0425138,73.78914061451346,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324078.042514,69.00444720870837,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
