timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9974515,22.374893928763072,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324069.997453,79.26044155085495,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324070.9974532,13.310510363462491,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324071.9974532,79.30577036975947,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324072.9974532,43.3909513758375,scan,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324073.997454,91.53603992252003,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324074.9974542,22.15198281972437,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324075.9974542,54.73900595663318,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324076.9974542,38.670854304878,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324077.9974544,15.933670891715156,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
