timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0351055,57.5168954830397,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324070.0351071,60.53332634842036,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324071.0351074,14.303654024782375,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324072.0351076,31.079267126258102,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324073.035108,22.70714146727524,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324074.0351088,99.18238321097591,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324075.035109,76.5173257577496,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324076.0351093,17.006246588370168,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324077.0351093,55.0740191152148,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324078.0351095,74.83679172123877,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
