timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0126355,98.45895810520886,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324070.0126364,8.225336095767089,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324071.0126367,46.82295200202624,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324072.012637,31.847729559178973,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324073.0126371,13.616574704456475,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324074.0126374,83.26569080030086,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324075.0126376,56.814921696009065,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324076.012638,68.23404414796366,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324077.0126386,41.036197480251204,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324078.0126388,20.750190771646793,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
