timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9838493,35.44957086379691,move,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324069.9838505,76.21029218549336,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324070.9838507,51.543701274761325,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324071.983851,53.764537364878414,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324072.983851,41.89345151990589,move,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324073.9838514,93.1681388876032,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324074.9838514,66.92875399652675,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324075.9838517,27.67180743931217,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324076.9838524,84.96118797845853,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324077.9838526,16.820424424827806,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
