timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.945712,44.78212845277676,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324069.9457135,98.07002865395636,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324070.9457138,49.56814917815745,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324071.945714,54.22985851349893,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324072.945714,71.76808037536858,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324073.9457147,62.55401083865374,alert,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324074.9457147,2.7492216967095806,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324075.945715,68.78986394652628,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324076.9457152,71.52952130989327,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324077.945716,66.1910894063036,scan,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
