timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1346111,64.03786788144683,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324070.1346126,61.692651214425624,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324071.1346128,73.01442520076327,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324072.134613,10.105510351180314,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324073.134613,26.71511081115051,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324074.1346135,67.26271642373362,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324075.1346138,90.57955453467912,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324076.1346138,23.911394038394107,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324077.134614,78.21488077882431,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324078.134614,73.64481515986881,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
