timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9437234,30.321827480803996,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324069.9437246,36.57339381111585,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324070.9437249,97.46614885886505,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324071.9437253,88.12764299173874,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324072.9437258,52.573456983472056,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324073.943726,38.56521264163019,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324074.9437265,29.5241097816894,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324075.9437265,83.42803129445525,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324076.9437268,22.858082363141254,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324077.943727,35.07525346690734,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
