timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.020405,21.596581175889984,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324070.0204065,91.60576430444476,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324071.0204067,14.698892341402903,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324072.0204067,11.712072146071794,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324073.020407,89.51048784698452,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324074.0204072,72.04482788424072,move,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324075.020408,65.10882643329924,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324076.020408,7.711565572026968,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324077.0204082,8.272865139163388,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324078.0204084,14.89413163074097,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
