timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0721674,42.47535284159507,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324070.072171,78.3420119191947,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324071.0721714,71.18329947952984,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324072.0721717,37.69827488998372,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324073.072172,0.4329960885547268,alert,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324074.0721729,36.095871694412715,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324075.0721734,99.43603443678074,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324076.0721736,37.066455962511945,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324077.072174,79.47259487745664,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324078.0721743,12.209901687474789,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
