timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.96151,61.55209093255862,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324069.9615111,65.9928504548785,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324070.9615114,78.71512243332774,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324071.9615116,85.0761278659767,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324072.9615116,73.27776567856552,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324073.961512,71.07299195789732,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324074.961512,1.6075688404401989,alert,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324075.9615126,26.27159991812841,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324076.9615128,24.788386073447853,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324077.961513,19.302394279556403,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
