timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0369349,7.501155946423399,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324070.0369363,19.821310942001315,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324071.0369368,21.60922708985522,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324072.036937,59.90114822189055,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324073.0369372,11.997080939631932,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324074.0369377,86.5552921119908,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324075.036938,44.91577312814975,alert,low,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324076.036938,22.816551672424048,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324077.0369382,17.78125480679309,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324078.0369384,37.527139028756714,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
