timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9632747,92.52003600173589,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324069.9632764,51.85356755792976,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324070.9632764,84.51079830505385,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324071.9632766,84.74069503249562,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324072.9632769,69.54323776829806,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324073.9632773,92.26638024549229,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324074.9632773,2.5997572209305098,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324075.9632776,1.903800260467703,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324076.9632778,68.17204614724365,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324077.963278,82.74585679490471,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
