timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1113415,50.156761837088006,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324070.1113434,50.14962031912273,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324071.1113436,38.024005536956466,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324072.1113436,88.09912069094672,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324073.1113439,31.4355916311587,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324074.111344,12.373756972275384,scan,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324075.1113443,7.652298097574106,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324076.1113443,42.99202801526387,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324077.1113446,58.758033658666285,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324078.1113448,10.508280432679374,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
