timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1221745,75.48471730057663,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324070.1221783,1.2579277185574944,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324071.1221786,47.72861779650886,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324072.122179,47.843937715158056,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324073.1221793,59.65799479582796,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324074.122181,2.4667270526799734,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324075.1221812,4.554163634616682,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324076.1221814,35.246991218047064,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324077.1221817,78.02100973207243,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324078.1221824,28.458761510760212,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
