timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0481546,93.39967446427534,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324070.048156,27.990311359762366,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324071.0481563,16.468419896543796,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324072.0481565,73.71414648055274,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324073.0481565,74.82995662726856,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324074.0481567,12.85148403660189,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324075.048157,30.470549389989856,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324076.048157,21.351649859402677,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324077.0481572,46.81517759168059,alert,low,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324078.0481575,47.64567725729728,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
