timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1088428,64.10335468723379,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324070.1088438,58.385865862311945,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324071.108844,39.98094026367568,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324072.1088445,41.42130673349031,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324073.1088448,70.47854338966238,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324074.108845,61.575440845513086,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324075.1088452,98.43734317534557,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324076.1088452,14.891605454396828,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324077.1088455,60.6305239417137,alert,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324078.1088457,87.31797457484278,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
