timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9542487,47.98800217259068,move,medium,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324069.95425,38.327758003113374,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324070.9542503,62.62362602240582,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324071.9542506,60.89171272670302,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324072.9542506,24.493617064863283,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324073.954251,19.5168206477461,alert,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324074.954251,41.64277583670779,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324075.9542513,25.84325803673303,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324076.9542515,30.86179798855039,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324077.9542518,7.12514467628973,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
