timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.966894,74.23489680381424,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324069.9668946,3.079144130330913,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324070.9668949,80.5451670340539,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324071.966895,85.31321198494693,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324072.966895,45.18520624521197,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324073.9668956,38.68414678107472,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324074.9668956,50.73520028206093,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324075.9668956,7.799063834108821,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324076.9668958,39.47601620701643,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324077.966896,74.45323420579408,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
