timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0589097,54.7597176332714,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324070.058911,55.85344424641402,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324071.0589113,40.90767634743241,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324072.0589116,82.75189245687065,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324073.0589116,50.64660949859176,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324074.058912,12.629839099144313,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324075.0589123,27.800577827736618,alert,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324076.0589123,44.63481311141244,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324077.0589125,64.42130684426263,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324078.0589125,95.23456934428259,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
