timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.085761,2.89996877026516,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324070.0857623,54.61995158910498,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324071.0857625,50.7974870701042,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324072.0857627,43.57589218944321,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324073.0857627,70.26651236928333,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324074.085763,49.49795547103164,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324075.0857632,70.34022019921623,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324076.0857637,27.65640912586581,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324077.0857637,25.608944531543653,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324078.085764,44.655508869509916,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
