timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1380897,60.70754753298235,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324070.1380923,60.980808255042476,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324071.1380928,58.7912330742416,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324072.1380928,29.571406086757047,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324073.1380932,52.20100912461779,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324074.138095,68.50440299867446,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324075.1380951,67.55034630982945,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324076.1380951,69.01208972467215,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324077.1380954,52.108097517132,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324078.1380959,12.83273239376963,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
