timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.1310642,2.8113582217917044,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324070.1310654,62.643266946808275,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324071.1310656,98.68276427136324,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324072.1310656,98.15563937372876,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324073.1310658,27.51144575249329,move,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324074.131066,73.66144965582696,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324075.1310663,41.59670584996652,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324076.1310666,67.00802563451403,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324077.1310666,86.18418746803002,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324078.1310668,2.053300408060832,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
