timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0277689,67.43275656831477,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324070.0277703,78.42444549735863,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324071.0277705,11.69615008885182,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324072.027771,31.540516626273195,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324073.0277712,91.51238118459884,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324074.0277715,54.95978625420514,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324075.0277717,96.92216303630325,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324076.027772,43.19845231450742,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324077.027772,93.43266042828982,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324078.0277722,72.29492673958966,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
