timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9526105,62.56252608986268,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324069.9526117,47.282949737525385,alert,low,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324070.9526117,47.87130342337718,move,low,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324071.952612,79.4917766381686,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324072.9526122,5.28479455243045,alert,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324073.9526124,6.715706132246247,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324074.9526124,32.81790023781298,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
1762324075.9526126,15.904010650388766,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324076.9526126,15.2678519090909,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324077.952613,46.768277170271475,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
