timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0449457,71.41055278701275,move,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324070.0449471,12.948720776201261,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),Life Path 4
1762324071.0449471,2.644818104905644,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324072.0449474,1.2638629650377764,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
1762324073.0449476,66.04481514384717,alert,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324074.0449486,86.68417397577399,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324075.0449488,74.86874107993081,scan,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Life Path 4
1762324076.0449488,2.7399409789243268,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324077.044949,10.843105004932408,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324078.0449493,86.96052263995358,alert,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
