timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9703007,59.10038537830678,alert,high,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324069.9703019,33.47882607213152,alert,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Nahuatl 2
1762324070.970302,62.77421359026112,move,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324071.970302,35.00205022165485,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324072.9703026,65.72089453323618,scan,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Russian 3
1762324073.9703028,27.53414306436799,move,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324074.970303,77.76023468878077,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324075.970303,86.25819631243621,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
1762324076.9703033,18.548547343184385,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324077.9703035,40.542221857634885,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Destiny 9
