timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0166867,6.341526351114979,alert,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324070.0166876,40.28200790126919,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324071.0166879,70.46043006893939,scan,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324072.0166883,15.248705538125119,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324073.0166883,11.612029695873517,scan,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324074.0166886,48.130068821552506,scan,low,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324075.0166888,32.40989656064549,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),YTK 7
1762324076.0166888,85.30418382062676,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324077.0166888,16.85841726426084,alert,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324078.016689,53.3915077316291,move,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
