timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324069.0666127,69.3434759680054,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Russian 3
1762324070.0666144,35.11593375755485,alert,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Destiny 9
1762324071.0666146,99.58239997562714,move,medium,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324072.0666149,3.1830243313740736,move,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324073.0666149,47.446376988492425,scan,low,Tlahueto Tlatlacatecolo (Light Against Demons),Nahuatl 2
1762324074.0666153,15.415943271267462,scan,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Life Path 4
1762324075.0666153,88.04406770562554,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324076.0666153,35.77803932372877,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324077.0666156,5.548461990214371,scan,medium,Tlahueto Tlatlacatecolo (Light Against Demons),Russian 3
1762324078.0666158,64.32306413514254,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Destiny 9
