timestamp,sensor_data,action,threat_level,nahuatl_warning,numerology
1762324068.9493268,77.34500517638499,move,high,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),Russian 3
1762324069.949328,34.39779767424807,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324070.9493282,53.239938509829166,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324071.9493282,67.7377372099457,move,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Nahuatl 2
1762324072.9493284,44.340356167818285,scan,high,Tlahueto Tlatlacatecolo (Light Against Demons),Destiny 9
1762324073.9493287,53.81335063182377,alert,medium,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),Life Path 4
1762324074.949329,13.991785333593365,move,high,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),Nahuatl 2
1762324075.949329,38.99042090994356,alert,low,Tlacatecolotl Tlatlacatecolo (Demon Against Demons),YTK 7
1762324076.949329,35.577240274245845,scan,high,Huitzilopochtli Tlamahuizolli (Hummingbird Warrior's Glory),YTK 7
1762324077.9493291,21.143513110500233,scan,low,Tlaloc Tlatlauhqui (Tlaloc's Red Thunder),YTK 7
